Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom_Complert,Nascut_a_Espanya,Salari numeric,naixament,Edat,increment,Salari actualitzat
Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1.507 €,No,Grup A,Clara Romero,Sí,1507,2004-12-05,20,5%,1582.35
Eva,García,Espanya,Bilbao,13,9,1978,Dona,1.117 €,No,Grup A,Eva García,Sí,1117,1978-09-13,47,5%,1172.85
Toni,López,Espanya,Bilbao,3,6,1956,Home,857 €,No,Grup A,Toni López,Sí,857,1956-06-03,69,5%,899.85
Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1.330 €,Sí,Grup A,Marc Castells Castells,Sí,1330,1955-12-18,69,5%,1396.5
Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1.221 €,No,Grup A,Toni Romero Martínez,Sí,1221,1980-09-15,45,5%,1282.05
Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1.172 €,Sí,Grup A,Arnau Martínez,Sí,1172,1996-10-09,29,5%,1230.6
Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1.217 €,No,Grup A,Clara Sánchez López,Sí,1217,1952-08-01,73,5%,1277.85
Eva,Castells,Espanya,Madrid,1,12,1965,Dona,879 €,No,Grup A,Eva Castells,Sí,879,1965-12-01,59,5%,922.95
Joan,López,Espanya,Madrid,5,3,1957,Home,967 €,No,Grup A,Joan López,Sí,967,1957-03-05,68,5%,1015.35
Eva,Ferrer,Espanya,Madrid,27,1,1974,Dona,1.001 €,No,Grup A,Eva Ferrer,Sí,1001,1974-01-27,51,5%,1051.05
Núria,Martínez,Espanya,Madrid,19,3,1986,Dona,1.405 €,No,Grup A,Núria Martínez,Sí,1405,1986-03-19,39,5%,1475.25
Toni,Ferrer,Espanya,Madrid,19,8,1967,Home,1.563 €,No,Grup A,Toni Ferrer,Sí,1563,1967-08-19,58,5%,1641.15
Oriol,Martínez,Espanya,Madrid,18,1,1994,Home,1.505 €,No,Grup A,Oriol Martínez,Sí,1505,1994-01-18,31,5%,1580.25
Pau,Romero Castells,Espanya,Madrid,14,7,1996,Home,1.552 €,Sí,Grup A,Pau Romero Castells,Sí,1552,1996-07-14,29,5%,1629.6
Oriol,García,Espanya,Madrid,8,3,1954,Altres,1.562 €,No,Grup A,Oriol García,Sí,1562,1954-03-08,71,5%,1640.1
Pau,Sánchez,Espanya,Madrid,1,12,1982,Altres,854 €,No,Grup A,Pau Sánchez,Sí,854,1982-12-01,42,5%,896.7
Eva,Castells,Espanya,Madrid,20,11,1957,Dona,1.377 €,No,Grup A,Eva Castells,Sí,1377,1957-11-20,67,5%,1445.85
Marc,Martínez Ferrer,Espanya,Madrid,14,7,1971,Altres,1.199 €,No,Grup A,Marc Martínez Ferrer,Sí,1199,1971-07-14,54,5%,1258.95
Marta,Ferrer,Espanya,Madrid,6,10,1986,Dona,1.280 €,No,Grup A,Marta Ferrer,Sí,1280,1986-10-06,39,5%,1344.0
Laia,Martínez,Espanya,Madrid,26,2,1979,Dona,1.306 €,No,Grup A,Laia Martínez,Sí,1306,1979-02-26,46,5%,1371.3
Marc,Castells Sánchez,Espanya,Madrid,24,10,1974,Home,842 €,No,Grup A,Marc Castells Sánchez,Sí,842,1974-10-24,51,5%,884.1
Pau,López,Espanya,Madrid,24,5,1977,Home,847 €,No,Grup A,Pau López,Sí,847,1977-05-24,48,5%,889.35
Carla,García Martínez,Espanya,Madrid,19,4,1981,Dona,1.491 €,Sí,Grup A,Carla García Martínez,Sí,1491,1981-04-19,44,5%,1565.55
Laia,Castells,Espanya,Madrid,11,4,1986,Dona,917 €,No,Grup A,Laia Castells,Sí,917,1986-04-11,39,5%,962.85
Marta,García Romero,Espanya,Madrid,27,10,1984,Dona,954 €,No,Grup A,Marta García Romero,Sí,954,1984-10-27,41,5%,1001.7
Anna,García,Espanya,Madrid,19,7,1972,,1.019 €,No,Grup A,Anna García,Sí,1019,1972-07-19,53,5%,1069.95
Eva,García Sánchez,Espanya,Madrid,28,5,1968,Dona,948 €,No,Grup A,Eva García Sánchez,Sí,948,1968-05-28,57,5%,995.4
Jordi,Romero Ferrer,Espanya,Madrid,15,4,2002,Home,1.289 €,No,Grup A,Jordi Romero Ferrer,Sí,1289,2002-04-15,23,5%,1353.45
Núria,Sánchez Martínez,Espanya,Madrid,4,1,1958,Dona,1.450 €,No,Grup A,Núria Sánchez Martínez,Sí,1450,1958-01-04,67,5%,1522.5
Pau,Ferrer López,Espanya,Madrid,16,2,1966,,1.183 €,Sí,Grup A,Pau Ferrer López,Sí,1183,1966-02-16,59,5%,1242.15
Marta,López,Espanya,Madrid,26,8,1988,Dona,1.339 €,Sí,Grup A,Marta López,Sí,1339,1988-08-26,37,5%,1405.95
Eva,García,Espanya,Madrid,10,3,1971,,1.228 €,Sí,Grup A,Eva García,Sí,1228,1971-03-10,54,5%,1289.4
Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1.275 €,Sí,Grup A,Marc López Martínez,Sí,1275,2004-11-18,20,5%,1338.75
Toni,García García,Espanya,Madrid,9,6,1958,Home,1.400 €,Sí,Grup A,Toni García García,Sí,1400,1958-06-09,67,5%,1470.0
Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1.324 €,Sí,Grup A,Clara Sánchez Ferrer,Sí,1324,1963-04-21,62,5%,1390.2
Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1.014 €,No,Grup A,Jordi Sánchez Ferrer,Sí,1014,1977-04-02,48,5%,1064.7
Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,689 €,Sí,Grup A,Carla Martínez Sánchez,Sí,689,2004-02-06,21,5%,723.45
Marc,García López,Espanya,Madrid,11,8,1963,Home,1.024 €,No,Grup A,Marc García López,Sí,1024,1963-08-11,62,5%,1075.2
Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,767 €,No,Grup A,Anna Ferrer,Sí,767,1966-05-08,59,5%,805.35
Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,726 €,No,Grup A,Oriol Ferrer,Sí,726,1985-07-09,40,5%,762.3
Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1.519 €,Sí,Grup A,Clara Castells,Sí,1519,1981-03-15,44,5%,1594.95
Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1.533 €,No,Grup A,Toni Castells Castells,Sí,1533,1950-03-20,75,5%,1609.65
Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,766 €,No,Grup A,Arnau Sánchez Martínez,Sí,766,2003-11-12,21,5%,804.3
Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1.249 €,Sí,Grup A,Joan Ferrer Castells,Sí,1249,1967-10-25,58,5%,1311.45
Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1.081 €,No,Grup A,Marc Ferrer Romero,Sí,1081,1973-10-09,52,5%,1135.05
Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1.197 €,No,Grup A,Anna Sánchez López,Sí,1197,1997-08-04,28,5%,1256.85
Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,894 €,No,Grup A,Núria Romero Romero,Sí,894,1962-03-03,63,5%,938.7
Laia,Castells,Espanya,Madrid,9,8,1977,Dona,981 €,No,Grup A,Laia Castells,Sí,981,1977-08-09,48,5%,1030.05
Pau,López,Espanya,Madrid,28,12,1971,Home,794 €,Sí,Grup A,Pau López,Sí,794,1971-12-28,53,5%,833.7
Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1.607 €,Sí,Grup A,Toni Martínez López,Sí,1607,1983-12-04,41,5%,1687.35
Marc,García,Espanya,Madrid,14,7,1977,Home,1.599 €,No,Grup A,Marc García,Sí,1599,1977-07-14,48,5%,1678.95
Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,914 €,Sí,Grup A,Núria Martínez Sánchez,Sí,914,1967-05-23,58,5%,959.7
Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1.405 €,Sí,Grup A,Carla Ferrer García,Sí,1405,1960-12-19,64,5%,1475.25
Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1.022 €,Sí,Grup A,Eva Romero,Sí,1022,1972-01-21,53,5%,1073.1
Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1.083 €,Sí,Grup A,Laia Ferrer,Sí,1083,1973-08-18,52,5%,1137.15
Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1.129 €,Sí,Grup A,Joan Martínez Romero,Sí,1129,1972-06-19,53,5%,1185.45
Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1.291 €,No,Grup A,Eva Martínez Martínez,Sí,1291,2003-09-16,22,5%,1355.55
Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,800 €,Sí,Grup A,Joan García Ferrer,Sí,800,1975-06-01,50,5%,840.0
Marc,García,Espanya,Madrid,8,1,1972,Altres,1.553 €,No,Grup A,Marc García,Sí,1553,1972-01-08,53,5%,1630.65
Anna,Romero,Espanya,Madrid,11,3,1990,Dona,962 €,No,Grup A,Anna Romero,Sí,962,1990-03-11,35,5%,1010.1
Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,976 €,Sí,Grup A,Arnau Sánchez,Sí,976,1973-10-28,52,5%,1024.8
Pau,Romero,Espanya,Madrid,20,2,1953,Home,1.345 €,No,Grup A,Pau Romero,Sí,1345,1953-02-20,72,5%,1412.25
Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1.429 €,Sí,Grup A,Pau Romero Castells,Sí,1429,1968-08-08,57,5%,1500.45
Anna,López,Espanya,Madrid,2,1,1952,Dona,1.062 €,Sí,Grup A,Anna López,Sí,1062,1952-01-02,73,5%,1115.1
Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1.636 €,Sí,Grup A,Marc Ferrer,Sí,1636,1954-04-27,71,5%,1717.8
Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1.516 €,Sí,Grup A,Laia Castells Ferrer,Sí,1516,1971-05-07,54,5%,1591.8
Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,728 €,Sí,Grup A,Laia Martínez Romero,Sí,728,1957-12-28,67,5%,764.4
Anna,García García,Espanya,Madrid,8,5,2003,Dona,847 €,Sí,Grup A,Anna García García,Sí,847,2003-05-08,22,5%,889.35
Núria,Romero,Espanya,Madrid,9,4,1974,Dona,683 €,Sí,Grup A,Núria Romero,Sí,683,1974-04-09,51,5%,717.15
Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1.415 €,No,Grup A,Núria Romero,Sí,1415,1956-03-09,69,5%,1485.75
Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1.139 €,No,Grup A,Joan Martínez Castells,Sí,1139,1985-10-04,40,5%,1195.95
Anna,García,Espanya,Madrid,15,3,1960,Dona,1.130 €,Sí,Grup A,Anna García,Sí,1130,1960-03-15,65,5%,1186.5
Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,,892 €,No,Grup A,Carla Sánchez Romero,Sí,892,2005-01-22,20,5%,936.6
Eva,Castells,Espanya,Sevilla,3,5,1968,,1.247 €,Sí,Grup A,Eva Castells,Sí,1247,1968-05-03,57,5%,1309.35
Carla,García,Espanya,Sevilla,17,5,1952,Dona,963 €,Sí,Grup A,Carla García,Sí,963,1952-05-17,73,5%,1011.15
Toni,Martínez,Espanya,Sevilla,24,7,1982,Home,1.515 €,Sí,Grup A,Toni Martínez,Sí,1515,1982-07-24,43,5%,1590.75
Marta,López,Espanya,Sevilla,6,6,1954,Dona,1.484 €,No,Grup A,Marta López,Sí,1484,1954-06-06,71,5%,1558.2
Anna,Martínez Martínez,Espanya,Sevilla,10,4,1985,Dona,1.333 €,No,Grup A,Anna Martínez Martínez,Sí,1333,1985-04-10,40,5%,1399.65
Clara,García,Espanya,Sevilla,10,3,1955,Dona,809 €,No,Grup A,Clara García,Sí,809,1955-03-10,70,5%,849.45
Joan,Sánchez,Espanya,Sevilla,5,8,1988,Home,1.072 €,Sí,Grup A,Joan Sánchez,Sí,1072,1988-08-05,37,5%,1125.6
Núria,Castells Sánchez,Espanya,Sevilla,26,3,1975,Dona,665 €,No,Grup A,Núria Castells Sánchez,Sí,665,1975-03-26,50,5%,698.25
Pau,Ferrer,Espanya,Sevilla,1,1,1999,Home,1.538 €,No,Grup A,Pau Ferrer,Sí,1538,1999-01-01,26,5%,1614.9
Pau,Castells,Espanya,Sevilla,23,3,1978,Home,819 €,No,Grup A,Pau Castells,Sí,819,1978-03-23,47,5%,859.95
Marc,García Romero,Espanya,Sevilla,2,1,1982,Home,1.126 €,No,Grup A,Marc García Romero,Sí,1126,1982-01-02,43,5%,1182.3
Laia,Castells,Espanya,Sevilla,6,10,1992,,1.471 €,No,Grup A,Laia Castells,Sí,1471,1992-10-06,33,5%,1544.55
Eva,Ferrer,Espanya,Sevilla,24,1,1967,Dona,809 €,No,Grup A,Eva Ferrer,Sí,809,1967-01-24,58,5%,849.45
Jordi,Ferrer Martínez,Espanya,Sevilla,26,1,1970,Home,1.464 €,Sí,Grup A,Jordi Ferrer Martínez,Sí,1464,1970-01-26,55,5%,1537.2
Núria,Sánchez,Espanya,Sevilla,2,11,1991,Dona,1.027 €,No,Grup A,Núria Sánchez,Sí,1027,1991-11-02,34,5%,1078.35
Arnau,Ferrer Sánchez,Espanya,Sevilla,3,5,1994,Home,1.079 €,No,Grup A,Arnau Ferrer Sánchez,Sí,1079,1994-05-03,31,5%,1132.95
Oriol,Martínez Martínez,Espanya,Sevilla,14,6,1991,,1.122 €,Sí,Grup A,Oriol Martínez Martínez,Sí,1122,1991-06-14,34,5%,1178.1
Eva,Sánchez,Espanya,Sevilla,7,8,1992,Dona,999 €,Sí,Grup A,Eva Sánchez,Sí,999,1992-08-07,33,5%,1048.95
Carla,Ferrer López,Espanya,Sevilla,17,7,1982,Dona,816 €,No,Grup A,Carla Ferrer López,Sí,816,1982-07-17,43,5%,856.8
Toni,López Castells,Espanya,Sevilla,18,8,1977,Home,772 €,No,Grup A,Toni López Castells,Sí,772,1977-08-18,48,5%,810.6
Clara,Sánchez,Espanya,Sevilla,14,10,1970,Dona,938 €,Sí,Grup A,Clara Sánchez,Sí,938,1970-10-14,55,5%,984.9
Pau,Romero Romero,Espanya,Sevilla,12,4,1990,Home,940 €,No,Grup A,Pau Romero Romero,Sí,940,1990-04-12,35,5%,987.0
Jordi,Romero López,Espanya,Sevilla,13,3,1973,Home,1.366 €,No,Grup A,Jordi Romero López,Sí,1366,1973-03-13,52,5%,1434.3
Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Dona,730 €,No,Grup A,Carla Romero Ferrer,Sí,730,1991-05-28,34,5%,766.5
Marta,López,Espanya,Sevilla,25,8,1971,Dona,1.056 €,Sí,Grup A,Marta López,Sí,1056,1971-08-25,54,5%,1108.8
Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1.377 €,No,Grup A,Arnau Ferrer García,Sí,1377,1989-03-17,36,5%,1445.85
Clara,García,Espanya,Sevilla,19,8,1998,Dona,747 €,No,Grup A,Clara García,Sí,747,1998-08-19,27,5%,784.35
Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1.466 €,No,Grup A,Oriol Martínez Martínez,Sí,1466,1951-03-21,74,5%,1539.3
Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1.408 €,Sí,Grup A,Laia Ferrer Martínez,Sí,1408,1962-10-23,63,5%,1478.4
Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1.081 €,Sí,Grup A,Carla Sánchez López,Sí,1081,1989-06-11,36,5%,1135.05
Núria,López,Espanya,Sevilla,5,5,1977,Dona,1.024 €,No,Grup A,Núria López,Sí,1024,1977-05-05,48,5%,1075.2
Pau,López García,Espanya,Sevilla,4,7,1992,Home,1.668 €,No,Grup A,Pau López García,Sí,1668,1992-07-04,33,5%,1751.4
Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1.294 €,No,Grup A,Toni Sánchez Sánchez,Sí,1294,1950-07-16,75,5%,1358.7
Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1.303 €,Sí,Grup A,Laia Ferrer Romero,Sí,1303,1951-08-25,74,5%,1368.15
Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1.585 €,No,Grup A,Marc Martínez García,Sí,1585,1965-03-12,60,5%,1664.25
Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,758 €,No,Grup A,Clara Romero,Sí,758,1999-03-23,26,5%,795.9
Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1.091 €,Sí,Grup A,Carla Ferrer Castells,Sí,1091,1957-08-02,68,5%,1145.55
Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1.485 €,No,Grup A,Arnau Sánchez Sánchez,Sí,1485,1974-07-05,51,5%,1559.25
Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1.108 €,Sí,Grup A,Marc Castells,Sí,1108,1970-09-20,55,5%,1163.4
Joan,Ferrer,Espanya,Sevilla,19,12,1970,,1.012 €,No,Grup A,Joan Ferrer,Sí,1012,1970-12-19,54,5%,1062.6
Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1.365 €,Sí,Grup A,Eva Ferrer,Sí,1365,1990-11-04,35,5%,1433.25
Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1.037 €,No,Grup A,Pau Sánchez,Sí,1037,1953-02-01,72,5%,1088.85
Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1.213 €,No,Grup A,Joan Ferrer,Sí,1213,1964-02-02,61,5%,1273.65
Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1.249 €,Sí,Grup A,Jordi García López,Sí,1249,1971-06-06,54,5%,1311.45
Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1.197 €,No,Grup A,Marta Martínez,Sí,1197,2000-07-17,25,5%,1256.85
Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,803 €,Sí,Grup A,Oriol Martínez,Sí,803,1991-12-23,33,5%,843.15
Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1.173 €,Sí,Grup A,Carla López Romero,Sí,1173,1954-04-22,71,5%,1231.65
Marc,López,Espanya,Sevilla,23,1,1965,Home,842 €,Sí,Grup A,Marc López,Sí,842,1965-01-23,60,5%,884.1
Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,947 €,No,Grup A,Laia Ferrer,Sí,947,1988-06-18,37,5%,994.35
Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,774 €,Sí,Grup A,Jordi García Martínez,Sí,774,1974-02-07,51,5%,812.7
Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,718 €,No,Grup A,Anna Ferrer Romero,Sí,718,2005-01-24,20,5%,753.9
Núria,López,Espanya,Sevilla,7,6,1956,Dona,1.314 €,No,Grup A,Núria López,Sí,1314,1956-06-07,69,5%,1379.7
Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1.507 €,Sí,Grup A,Pau Ferrer,Sí,1507,1996-02-23,29,5%,1582.35
Clara,López García,Espanya,Sevilla,18,8,1955,Dona,988 €,No,Grup A,Clara López García,Sí,988,1955-08-18,70,5%,1037.4
Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1.353 €,No,Grup A,Toni Castells,Sí,1353,2004-05-11,21,5%,1420.65
Arnau,García,Espanya,Sevilla,10,9,1966,,1.230 €,No,Grup A,Arnau García,Sí,1230,1966-09-10,59,5%,1291.5
Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,703 €,No,Grup A,Eva Sánchez,Sí,703,1958-06-28,67,5%,738.15
Jordi,López,Espanya,Sevilla,18,2,1998,Home,879 €,No,Grup A,Jordi López,Sí,879,1998-02-18,27,5%,922.95
Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1.086 €,Sí,Grup A,Jordi García Ferrer,Sí,1086,1959-08-21,66,5%,1140.3
Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1.155 €,No,Grup A,Anna Martínez,Sí,1155,1973-02-24,52,5%,1212.75
Joan,López,Espanya,Sevilla,12,8,1992,Home,977 €,No,Grup A,Joan López,Sí,977,1992-08-12,33,5%,1025.85
Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1.564 €,Sí,Grup A,Oriol Castells,Sí,1564,1998-03-27,27,5%,1642.2
Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1.389 €,No,Grup A,Marta Sánchez,Sí,1389,1999-03-17,26,5%,1458.45
Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1.348 €,Sí,Grup A,Oriol Martínez,Sí,1348,1977-07-22,48,5%,1415.4
Eva,López Castells,Espanya,Sevilla,4,12,2004,,874 €,Sí,Grup A,Eva López Castells,Sí,874,2004-12-04,20,5%,917.7
Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1.008 €,No,Grup A,Marc Castells,Sí,1008,1974-03-24,51,5%,1058.4
Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,767 €,Sí,Grup A,Anna Sánchez,Sí,767,1971-07-17,54,5%,805.35
Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1.393 €,No,Grup A,Clara Ferrer Castells,Sí,1393,1998-07-25,27,5%,1462.65
Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1.428 €,No,Grup A,Pau Ferrer,Sí,1428,1997-03-06,28,5%,1499.4
Toni,Romero,Espanya,Sevilla,26,9,1952,,1.222 €,Sí,Grup A,Toni Romero,Sí,1222,1952-09-26,73,5%,1283.1
Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1.259 €,No,Grup A,Núria García Castells,Sí,1259,1986-12-23,38,5%,1321.95
Toni,López,Espanya,Sevilla,20,10,1950,,1.538 €,No,Grup A,Toni López,Sí,1538,1950-10-20,75,5%,1614.9
Joan,García,Espanya,Sevilla,11,4,1959,Home,971 €,No,Grup A,Joan García,Sí,971,1959-04-11,66,5%,1019.55
Carla,García,Espanya,València,24,12,1957,Dona,942 €,No,Grup A,Carla García,Sí,942,1957-12-24,67,5%,989.1
Núria,Ferrer Romero,Espanya,València,6,2,2003,,1.256 €,No,Grup A,Núria Ferrer Romero,Sí,1256,2003-02-06,22,5%,1318.8
Joan,López,Espanya,València,1,2,1952,Home,1.502 €,No,Grup A,Joan López,Sí,1502,1952-02-01,73,5%,1577.1
Oriol,García,Espanya,València,12,6,2002,Home,1.288 €,Sí,Grup A,Oriol García,Sí,1288,2002-06-12,23,5%,1352.4
Jordi,Sánchez,Espanya,València,19,6,1984,Home,1.243 €,Sí,Grup A,Jordi Sánchez,Sí,1243,1984-06-19,41,5%,1305.15
Eva,Romero,Espanya,València,16,4,1985,Dona,1.077 €,Sí,Grup A,Eva Romero,Sí,1077,1985-04-16,40,5%,1130.85
Toni,Romero,Espanya,València,26,11,1991,Home,1.377 €,Sí,Grup A,Toni Romero,Sí,1377,1991-11-26,33,5%,1445.85
Marc,García Ferrer,Espanya,València,16,8,1998,Home,1.193 €,No,Grup A,Marc García Ferrer,Sí,1193,1998-08-16,27,5%,1252.65
Clara,Sánchez Castells,Espanya,València,19,3,1972,Dona,1.156 €,No,Grup A,Clara Sánchez Castells,Sí,1156,1972-03-19,53,5%,1213.8
Carla,Ferrer López,Espanya,València,2,4,1984,Dona,1.495 €,Sí,Grup A,Carla Ferrer López,Sí,1495,1984-04-02,41,5%,1569.75
Marta,García Sánchez,Espanya,València,3,2,1962,Dona,1.120 €,Sí,Grup A,Marta García Sánchez,Sí,1120,1962-02-03,63,5%,1176.0
Clara,Ferrer,Espanya,València,14,12,2002,Dona,979 €,Sí,Grup A,Clara Ferrer,Sí,979,2002-12-14,22,5%,1027.95
Jordi,López,Espanya,València,1,5,1996,Home,1.319 €,Sí,Grup A,Jordi López,Sí,1319,1996-05-01,29,5%,1384.95
Clara,Ferrer García,Espanya,València,26,1,1957,Dona,696 €,Sí,Grup A,Clara Ferrer García,Sí,696,1957-01-26,68,5%,730.8
Pau,Ferrer García,Espanya,València,14,9,1984,Home,1.269 €,Sí,Grup A,Pau Ferrer García,Sí,1269,1984-09-14,41,5%,1332.45
Oriol,Romero Castells,Espanya,València,25,4,1970,Home,1.466 €,No,Grup A,Oriol Romero Castells,Sí,1466,1970-04-25,55,5%,1539.3
Eva,García,Espanya,València,28,9,1950,Dona,756 €,No,Grup A,Eva García,Sí,756,1950-09-28,75,5%,793.8
Joan,Martínez Martínez,Espanya,València,1,2,1960,Home,1.010 €,No,Grup A,Joan Martínez Martínez,Sí,1010,1960-02-01,65,5%,1060.5
Jordi,Romero Romero,Espanya,València,11,6,1984,Home,972 €,No,Grup A,Jordi Romero Romero,Sí,972,1984-06-11,41,5%,1020.6
Marta,Romero Castells,Espanya,València,12,12,1988,Dona,835 €,No,Grup A,Marta Romero Castells,Sí,835,1988-12-12,36,5%,876.75
Toni,García Ferrer,Espanya,València,22,9,1988,Home,1.018 €,No,Grup A,Toni García Ferrer,Sí,1018,1988-09-22,37,5%,1068.9
Toni,Romero,Espanya,València,17,2,2003,Home,1.624 €,Sí,Grup A,Toni Romero,Sí,1624,2003-02-17,22,5%,1705.2
Jordi,López,Espanya,València,24,10,1954,Home,1.055 €,No,Grup A,Jordi López,Sí,1055,1954-10-24,71,5%,1107.75
Clara,López García,Espanya,València,13,10,1988,Dona,825 €,Sí,Grup A,Clara López García,Sí,825,1988-10-13,37,5%,866.25
Laia,Martínez López,Espanya,València,17,5,1976,Dona,1.179 €,Sí,Grup A,Laia Martínez López,Sí,1179,1976-05-17,49,5%,1237.95
Anna,Romero,Espanya,València,17,11,1976,Dona,1.286 €,No,Grup A,Anna Romero,Sí,1286,1976-11-17,48,5%,1350.3
Núria,Romero Castells,Espanya,València,10,4,1996,,776 €,No,Grup A,Núria Romero Castells,Sí,776,1996-04-10,29,5%,814.8
Núria,Romero,Espanya,València,11,6,1951,Dona,712 €,No,Grup A,Núria Romero,Sí,712,1951-06-11,74,5%,747.6
Pau,Martínez López,Espanya,València,19,12,1994,Home,1.498 €,No,Grup A,Pau Martínez López,Sí,1498,1994-12-19,30,5%,1572.9
Laia,Romero,Espanya,València,18,7,1950,Dona,1.007 €,No,Grup A,Laia Romero,Sí,1007,1950-07-18,75,5%,1057.35
Pau,Sánchez,Espanya,València,26,5,1954,Home,1.411 €,No,Grup A,Pau Sánchez,Sí,1411,1954-05-26,71,5%,1481.55
Eva,García Ferrer,Espanya,València,22,2,1991,Dona,665 €,Sí,Grup A,Eva García Ferrer,Sí,665,1991-02-22,34,5%,698.25
Toni,Castells,Espanya,València,1,5,1960,Home,1.634 €,Sí,Grup A,Toni Castells,Sí,1634,1960-05-01,65,5%,1715.7
Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1.065 €,Sí,Grup A,Clara Martínez Romero,Sí,1065,1973-07-09,52,5%,1118.25
Arnau,Romero,Espanya,València,24,6,1976,Home,772 €,No,Grup A,Arnau Romero,Sí,772,1976-06-24,49,5%,810.6
Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,778 €,No,Grup A,Jordi Martínez Ferrer,Sí,778,1972-02-18,53,5%,816.9
Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1.167 €,No,Grup A,Clara Sánchez Castells,Sí,1167,1973-10-06,52,5%,1225.35
Núria,Castells,Espanya,València,16,2,2001,Dona,892 €,No,Grup A,Núria Castells,Sí,892,2001-02-16,24,5%,936.6
